id	gid	type	name
573	265	pers	Adams, John, 1735-1826
574	265	pers	Adams, John, 1735-1862
575	265	pers	Adams, John, d1735-1826
576	266	pers	Adams, Katharine, 1862-1952
577	266	pers	Adams, Katharine
578	266	pers	Adams, Katharine T., 1862-1952
579	267	pers	Adams, Kenneth Stanley, 1899-
580	267	pers	Adams, Kenneth Stanley, b. 1899
581	268	pers	Adams, Lucian B., 1816-1882
582	268	pers	Adams, Lucian B., d. 1882
583	269	pers	Adams, Margaret Crawford Johnson, 1830-1909
584	269	pers	Adams, Margaret Crawford
585	270	pers	Adams, Moses N. (Moses Newton), 1822-1902
586	270	pers	Adams, Moses N., 1822-1902
587	271	pers	Adams, Moses, 1803-
588	271	pers	Adams, Moses, 1803-1837
589	272	pers	Adams, Paul L. (Paul Lincoln), 1908-
590	272	pers	Adams, Paul L., 1908-
591	272	pers	Adams, Paul Lincoln
592	273	pers	Adams, Robert Morford, d. 1972
593	273	pers	Adams, Robert Morford, d.1972
594	273	pers	Adams, Robert Morford
595	274	pers	Adams, Roscoe S.
596	274	pers	Adams, Rosooe S.
597	275	pers	Adams, Roswell, b. ca. 1783
598	275	pers	Adams, Roswell
599	276	pers	Adams, Samuel B. 1853-1938
600	276	pers	Adams, Samuel Barnard, 1853-1938
601	277	pers	Adams, Sherman W. (Sherman Walcott), 1836-1898
602	277	pers	Adams, Sherman W., 1836-1898
603	277	pers	Adams, Sherman W., 1836-1898
604	277	pers	Adams, Sherman Walcott, 1838-1898
605	278	pers	Adams, Tabitha Cocke, 1698-1770
606	278	pers	Adams, Tabitha Cocke
607	279	pers	Adams, Thomas Boylston, 1722-1832
608	279	pers	Adams, Thomas Boylston, 1772-1832
609	280	pers	Adams, Thomas Boylston, 1910-1997
610	280	pers	Adams, Thomas Boylston, b. 1910
611	281	pers	Adams, W. Carson (William Carson), b. 1880
612	281	pers	Adams, W. Carson, b. 1880
613	282	pers	Adams, W.L. (William Lysander), 1821-1906
614	282	pers	Adams, W.L. (William Lysander), 1821-1918
615	283	pers	Adams, Walter S. (Walter Sydney), 1876-1956
616	283	pers	Adams, Walter S., 1876-1956
617	284	pers	Adams, William C. [active 1829 – active 1863]
618	284	pers	Adams, William C. [active 1829 – active 1863]
619	285	pers	Adams, William H., 1861-
620	285	pers	Adams, William H., 1861-1954
621	285	pers	Adams, William H., 1862-1954
622	286	pers	Adams, William Henry, 1844-
623	286	pers	Adams, William Henry, 1844-
624	287	pers	Colahan, Charles [active 1826 – active 1935]
625	287	pers	Colahan, Charles [from 1906]
626	288	pers	Colamussi, Fabrizio
627	288	pers	Colamussi, Cabrizio, 1899-1955
628	289	pers	Colan, Gene, 1926-….
629	289	pers	Colan, Gene
630	290	pers	Colan, Lulah Durr, 1947-
631	290	pers	Colan Lulah Johnston Durr, 1942-
632	291	pers	Colaneri, John Frank
633	291	pers	Colaneri, John
634	292	pers	Colangelo, Renato, 1976-
635	292	pers	Colangelo, Renato
636	293	pers	Colbath, Arnold
637	293	pers	Colbath, James A., b 1889-
638	294	pers	Colbeck, L. 
639	294	pers	Colbeck, L. H.
640	294	pers	Colbeck, L.H.
641	294	pers	Colbeck, Lloyd
642	295	pers	Colbert, Edwin H. (Edwin Harris), 1905-2001
643	295	pers	Colbert, Edwin H., 1905-2001
644	296	pers	Colbert, F. Overton, 1896-1935
645	296	pers	Colbert, Frank Overton, 1896-1935
646	297	pers	Colborn, Gertrude R.
647	297	pers	Colborn, Gertrude Redfield, 1858-1951
648	298	pers	Colborne, John, Sir, 1778-1863
649	298	pers	Colborne, John, Sir, 1st Varon of Seaton, 1778-1863
650	299	pers	Colburn, A.V. [from 1861 to 1873]
651	299	pers	Colburn, A.V., fl. 1861
652	299	pers	Colburn, A
653	299	pers	Colburn, A.V. [from 1861 to 1863]
654	300	pers	Colburn, Charles E.
655	300	pers	Colburn, Charles Edward
656	301	pers	Colburn, Ella James, d. 1964
657	301	pers	Colburn, Ellas James, d, 1964
658	302	pers	Colburn, Helen F.
659	302	pers	Colburn, Helen Frances
660	303	pers	Colby, Elbridge, 1891-1982
661	303	pers	Colby, Elbridge, 1891-
662	304	pers	Colby, Eugene C. [from 1892 to 1902]
663	304	pers	Colby, Eugene C. [from 1846 to 1930]
664	305	pers	Colby, James L. (James Lloyd), 1823-1887
665	305	pers	Colby, James L., ca., 1825-
666	306	pers	Colby, Joseph M.
667	306	pers	Colby, Joseph M. (Joseph Milton)
668	307	corp	Colby-Sawyer College (New London, N.H.)
669	307	corp	Colby-Sawyer College
670	308	corp	Colchester Baptist Church (Scott Hill, Conn.)
671	308	corp	Colchester Baptist Church (Scott Hill, Connecticut)
672	309	pers	Colcord, Joanna C. (Joanna Carver), 1882-1960
673	309	pers	Colcord, Joanna C., 1882-1960
674	310	corp	Cold Spring Granite Company (Cold Spring, Minn.)
675	310	corp	Cold Spring Granite Company
676	311	corp	Cold Spring Whaling Co.
677	311	corp	Cold Spring Whaling Company
678	312	pers	Colden, Cadwallader
679	312	pers	Colden, Cadwallader D. (Cadwallader David), 1769-1834
680	313	pers	Colden, Cadwallader, 1688-1752
681	313	pers	Colden, Cadwallader, 1688-1776
682	314	corp	Coldwater Baptist Church (Collierville, Tenn.)
683	314	corp	Coldwater Baptist Church (Collierville, Tennessee)
684	315	corp	Coldwater Copper Mining Company (Wyo.)
685	315	corp	Coldwater Copper Mining Company
686	316	corp	Coldwater Regional Center for Development Disabilities (Cold…)
687	316	corp	Coldwater Regional Center for Development Disabilities (Mich.)
688	317	corp	Coldwell Lawn Motor Co.
689	317	corp	Coldwell Lawn Motor Company
690	318	pers	Coldwell, Joseph Maurice, 1869-1940
691	318	pers	Coldwell, Joseph Maurice, 1869-1949
692	319	corp	Cole Bros. & Scott Men's Wear, (Guelph, Ont.)
693	319	corp	Cole Bros. & Scott's Men's Wear (Guelph, Ont.)
694	319	corp	Col Bros. and Scott Men's Wear (Guelph, Ont.)
695	320	corp	Cole Street Equipment Co., Inc. (New York)
696	320	corp	Cole Street Equipment Company (New York, N.Y.)
697	321	corp	Cole's Book Arcade (Melbourne, Vic.)
698	321	corp	Cole's Book Arcade
699	322	pers	Cole, Alfred D., 1861-1924
700	322	pers	Cole, Alfred D., 1861-1928 
701	323	pers	Cole, Alfred S., 1893-1977
702	323	pers	Cole, Alfred Storer, 1893-1977
703	324	pers	Cole, Ashley T.
704	324	pers	Cole, Ashley T., 1876-1964
705	324	pers	Cole, Ashley T., 1876-1965
706	325	pers	Cole, C.C.
707	325	pers	Cole, C.C. (Chester Cicero), 1824-1913
708	326	pers	Cole, Caleb
709	326	pers	Cole, Caleb, 1797-1879
710	327	pers	Cole, Darius, Captain
711	327	pers	Cole, Darius
712	328	pers	Cole, David L., 1902-1978
713	328	pers	Cole, David L. (David Lawrence), 1902-1978
714	328	pers	Cole, David Lawrence, 1902-1977
715	329	pers	Cole, David, 1939-
716	329	pers	Cole, David, 1939-2000
717	330	pers	Cole, Fred Carrington, 1912-
718	330	pers	Cole, Fred Carrington, 1912-1986
719	331	pers	Cole, G. D. H. (George Douglas Howard), 1889-1959
720	331	pers	Cole, G.D.H. (George Douglas Howard), 1889-1959
721	332	pers	Cole, Harmon O.
722	332	pers	Cole, Harmond O.
723	333	pers	Cole, James Barnet, 1796-1857
724	333	pers	Cole, James Barnet
725	334	pers	Cole, James M.
726	334	pers	Cole, James M., b. 1845 
727	335	pers	Cole, James Reid, 1839-1917
728	335	pers	Cole, James Reid, b. 1839
729	336	pers	Cole, Jessie Duncan Savage, 1858-1940
730	336	pers	Cole, Jessie Duncan Savage
731	337	pers	Cole, John, landowner
732	337	pers	Cole, John, Manhattan property owner
733	338	pers	Cole, Lawrence Wooster, 1870-
734	338	pers	Cole, Lawrence Wooster, 1870-1946
735	339	pers	Cole, Leon J.
736	339	pers	Cole, Leon J., 1877-
737	339	pers	Cole, Leon Jacob, 1877-
738	340	pers	Cole, Margaret
739	340	pers	Cole, Margaret, 1893-1980
740	341	pers	Cole, Moroni, 1833-
741	341	pers	Cole, Moroni, 1833-1908
742	342	pers	Cole, Norman M. (Norman Monroe), 1933-1997
743	342	pers	Cole, Norman M., 1933-
744	343	pers	Cole, Orlando, 1908-
745	343	pers	Cole, Orlando
746	344	pers	Cole, Phillip G. [active 1886 – active 1933]
747	344	pers	Cole, Phillip G. (Phillip Gillett), b. 1883
748	344	pers	Cole, Philip Gillett
749	345	pers	Cole, R. Beverly (Richard Beverly), 1829-1901
750	345	pers	Cole, R. Beverly, b. 1829
751	345	pers	Cole, Richard Beverley, 1829-1901
752	345	pers	Cole, Richard Beverly, 1829-1901
753	346	pers	Cole, R.H. (Robert Hugh), 1913-
754	346	pers	Cole, R.H. (Robert Hugh), 1914-1990
755	347	pers	Cole, Redmond S. (Redmond Selecman), 1881-1959
756	347	pers	Cole, Redmond Selecman
757	348	pers	Cole, Robert Ambrose, 1954-1994
758	348	pers	Cole, Robert Ambrose, 1959-1994
759	349	pers	Cole, Rossetter G. (Rossetter Gleason), 1866-1952
760	349	pers	Cole, Rossetter G., 1866-1952
761	350	pers	Cole, Rufus Ivory, 1872-1952
762	350	pers	Cole, Rufus Ivory, 1872-1966
763	350	pers	Cole, Rufus Ivory
764	351	pers	Cole, Russell
765	351	pers	Cole, Russell, 1942-
766	351	pers	Cole, Russell, 1942-1997
767	352	pers	Cole, Stephanie Kirachen
768	352	pers	Cole, Stephanie Kirschen
769	353	pers	Cole, Thomas Casilear, 1888-
770	353	pers	Cole, Thomas Casilear, 1888-1976
771	354	pers	Cole, Thoams, fl. 1777-1778
772	354	pers	Cole, Thomas, fl. 1786
773	355	corp	Gleaner (Brig)
774	355	corp	Gleaner (Ship)
775	356	pers	Gleason, Gerald T., 1927-
776	356	pers	Gleason, Gerald, 1927-
777	357	pers	Gleason, Ida Riner, 1883-1964
778	357	pers	Gleason, Ida Riner
779	358	pers	Gleason, Lafayette B. (Lafayette Blanchard), 1863-1937
780	358	pers	Gleason, Lafayette Blanchard, 1863-
781	358	pers	Gleason, Lafayette Blanchard
782	359	pers	Gleason, Lulie Wadsworth Rounds, d. 1934
783	359	pers	Gleason, Lulie Wadsworth
784	360	pers	Gleason, Martin, ca. 1893-
785	360	pers	Gleason, Martin, ca. 1893.
786	361	pers	Gleason, Mattie, ca, 1870-
787	361	pers	Gleason, Mattie, ca. 1870.
788	362	pers	Gleason, Maurice Ford, ca. 1901-
789	362	pers	Gleason, Maurice Ford, ca. 1901.
790	363	pers	Gleason, Rosetter, 1789-1870
791	363	pers	Gleason, Rosseter, fl. 1808-1810
792	363	pers	Gleason, Rossiter
793	364	pers	Gleason, William H., d. ca. 1899.
794	364	pers	Gleason William Henry, 1829-1902
795	365	pers	Gleitsmann, Raphael, 1910-
796	365	pers	GLEITSMAN, RAPHAEL
797	366	pers	Glembourtt, Martin J.
798	366	pers	Glembourtt, Martin [active 1937 – active 1983]
799	366	pers	Glembourtt, Martin
800	367	pers	Glemnitz, Hermann, 1899-?
801	367	pers	Glemnitz, Hermann
802	368	corp	Glen Alden Coal Company
803	368	corp	Glen Alden Coal Corp.
804	369	corp	Glen Cover Mutual Fire Insurance Company
805	369	corp	Glen Cover Mutual Insurance Company
806	370	pers	Glen H. Huntington (Architect)
807	370	pers	Glen H. Huntington (Boulder, Colo.) (Architect)
808	370	pers	Glen H. Huntington (Boulder Colo.) [person]
809	370	pers	Glen H. Huntington (Boulder, Colo.)
810	370	pers	Glen H. Huntington
811	371	corp	Glen Lake Sanatorium (Minn.)
812	371	corp	Glen Lake State Sanatorium (Minn.)
813	371	corp	Glen Lake State Sanatorium (Minnetonka, Minn.)
814	372	corp	Glen Mills School (Philadelphia, Pa.)
815	372	corp	Glen Mills School
816	373	corp	Glen's Camera and Hallmark Shop (Boulder, Colo.)
817	373	corp	Glen's Camera Shop (Boulder, Colo.)
818	374	pers	Glenavy, Beatrice Moss Campbell, Baroness, 1883-1970
819	374	pers	Glenavy, Beatrice Moss Elvery Campbell, Baroness [active 1910 – active 1977]
820	375	corp	Glencoe Baptist Church (Glencoe, Kentucky)
821	375	corp	Glencoe Baptist Church (Glencoe, Ky)
822	376	corp	Glendale Baptist Church (Nashville, Tenn.)
823	376	corp	Glendale Baptist Church (Nashville, Tennessee)
824	377	pers	Glenesk, Algernon Borthwick, 1st Baron, 1830-1908
825	377	pers	Glenesk, Algernon Borthwick, Baron, 1830-1908
826	378	fami	Glenn family [22 records]
827	379	corp	Glenifer (Bryn Mawr)
828	379	corp	Glenifer (Bryn Mawr, Pa.)
829	380	corp	Glenn Memorial Methodist Church (Atlanta, Ga.)
830	380	corp	Glenn Memorial Methodist Church (Atlanta,Ga.) [active 1913 – active 1995]
831	380	corp	Glenn Memorial United Methodist Chruch (Atlanta, Ga.) [active 1913 – active 1995]
832	381	corp	Glenn Springs Rail Road Company (Glenn Springs, S.C.)
833	381	corp	Glenn Spring Rail Road Company (S.C.)
834	382	pers	Glenn, Annie [corporate body] [from 1920-02-17]
835	382	pers	Glenn, Annie
836	383	pers	Glenn, Edwin F. (Edwin Forbes), 1857-1926
837	383	pers	Glenn, Edwin F., 1857-1926 
838	384	pers	Glenn, Hugh J. [active 1858 – active 1886]
839	384	pers	Glenn, Hugh James [active 1824 – active 1883]
840	385	pers	Glenn, J.B. (John Bowles), 1786-1869
841	385	pers	Glenn, J.B. (John Bowels), 1786-1969
842	386	pers	Glenn, John Mark, 1858-
843	386	pers	Glenn, John Mark, 1858-1896
844	387	pers	Glenn, William H., 1872-1940
845	387	pers	Glenn, William Harper, 1871-1940
846	388	corp	Glenn-Colusa Irrigation District (Calif.)
847	388	corp	Glenn-Colusa Irrigation District
848	389	corp	Glenn-Lowry Manufacturing Co. (Whitmire, S.C.)
849	389	corp	Glenn-Lowry Manufacturing Company (Whitmire, S.C.) [active 1898 – active 1914]
850	390	corp	Glennifer (Schooner : 1873)
851	390	corp	Glenniffer (Schooner : 1873)
852	391	pers	Glennon, John J. (John Joseph), 1862-1946
853	391	pers	Glennon, John J., 1862-1946
854	392	corp	Glens Falls Paper Company (South Glens Falls, N.Y.)
855	392	corp	Glens Falls Paper Mill Company (South Glens Falls, N.Y.)
856	393	pers	Glenville, Peter, 1913-
857	393	pers	Glenville, Peter, 1913-1996
858	394	corp	University Baptist Church (Hyattsville, Maryland)
859	394	corp	University Baptist Church (Hyattsville, Md.)
860	395	corp	University Club (New York)
861	395	corp	University Club (New York, N.Y.)
862	396	corp	University Club of Evanston (Evanston, Ill.)
863	396	corp	University Club of Evanston (Ill.)
864	397	corp	University Club of Hartford (Conn.)
865	397	corp	University Club of Hartford
866	398	corp	University Co-operative Company (Madison, Wis.)
867	398	corp	University Co-operative Company
868	399	corp	University College of Arts and Pure Science (New York University…
869	399	corp	University College of Arts and Pure Science (New York University…
870	400	corp	University High School (Oakland, Calif.)
871	400	corp	University High School, Oakland
872	401	corp	University Lutheran Chapel and Student Center (Boulder, Colo.)
873	401	corp	University Lutheran Chapel. Student Center (Boulder, Colo.)
874	402	corp	University of Alabama (Tuscaloosa)
875	402	corp	University of Alabama (Tuscaloosa, Ala.)
876	403	corp	University of Alabama at Birmingham. Office of the President. 
877	403	corp	University of Alabama in Birmingham. Office of the President. [active 1969 – active 1976] 
878	404	corp	University of Alabama at Birmingham. Office of the Vice President for University College [active 1957 – active 1979]
879	404	corp	University of Alabama in Birmingham. Office of the Vice President for University College  [active 1978 – active 1983]
880	405	corp	University of Alabama at Birmingham. Office of the Vice President for Health Affairs
881	405	corp	University of Alabama in Birmingham. Office of the Vice President for Health Affairs [active 1969 – active 1976] 
882	406	corp	University of Alabama at Birmingham. School of Dentistry
883	406	corp	University of Alabama at Birmingham. School of Dentsitry
884	407	corp	University of Alabama in Birimingham
885	407	corp	University of Alabama in Birmingham
886	407	corp	University of Alabama in Birmingham (UAB)
887	408	corp	University of Alabama in Birmingham. School of Dentistry.
888	408	corp	University of Alabama in Birmingham. School of Dentsitry
889	409	corp	University of Alabama in Huntsville
890	409	corp	University of Alabama in Huntsville (UAH) 
891	410	corp	University of Alaska Anchorage. Justice Center (Criminal Code Revision Project]
892	410	corp	University of Alaska Anchorage. Justice Center. Criminal Code Revision [active 1971 – active 1978]
893	411	corp	University of Albuquerque. Theater Department
894	411	corp	University of Albuquerque. Theater Dept.
895	412	corp	University of Arizona. Agricultural Extension Service [active 1925 – active 1947]
896	412	corp	University of Arizona. Agricultural Extention Service
897	413	corp	University of Arkansas (Fayetteville Campus). College of Agriculture.  
898	413	corp	University of Arkansas (Fayetteville Campus). College of Agriculture & Home Economics
899	414	corp	University of Arkansas (Pine Bluff Campus)
900	414	corp	University of Arkansas at Pine Bluff
901	415	corp	University of Buffalo (N.Y.)
902	415	corp	University of Buffalo
903	416	corp	University of California (1868-1952). College of Agriculture. Division of Irrigation Investigations and Practices [active 1929 – active 1941]
904	416	corp	University of California (1868-1952). College of Agriculture. Division of Irrigation Investigations and Practices [active 1889 – active 1962]
905	417	corp	University of California (1868-1952). Dept. of Oriental Languages. [active 1858 – active 1955]
906	417	corp	University of California (1868-1952). Dept. of Oriental Languages and Literature. 
907	418	corp	University of California (System). Regents [person; active 1853 – active 1931]
908	418	corp	University of California (System). Regents [active 1951 – active 1970]
909	419	corp	University of California, Berkeley. Dept. of Entomological Science [active 1929 – active 1954]
910	419	corp	University of California, Berkeley. Dept. of Entomological Sciences
911	420	corp	University of California, Davis. College of Agriculture and Environmental Sciences [active 1997 – active 2007]
912	420	corp	University of California, Davis. College of Agriculture and Environmental Sciences
913	421	corp	University of California, Davis. College of Agriculture and Environmental Sciences. Executive Committee  [active 1952 – active 2000]
914	421	corp	University of California, Davis. College of Agriculture and Environmental Sciences. Executive Committee
915	422	corp	University of California, Davis. Library. Humanites and Social Sciences Dept.
916	422	corp	University of California, Davis. Library. Humanities and Social Sciences Dept.
917	423	corp	University of California, Davis. Office of the Vice Chancellor – Academic Affairs
918	423	corp	University of California, Davis. Office of the Vice Chancellor – Business and Finance
919	423	corp	University of California, Davis. Office of the Vice Chancellor – Facilities
920	423	corp	University of California, Davis. Office of the Vice Chancellor – University Relations 
921	423	corp	University of California, Davis. Office of the Vice Chancellor – Student Affairs
922	424	corp	University of California, Irvine. Claire Trevor School of the Arts [person; active 1966 – active 1988]
923	424	corp	University of California, Irvine. Claire Trevor School of the Arts [active 1999 – active 2005]
924	425	corp	University of California, Irvine. Critical Theory Institute
925	425	corp	University of California, Irvine. Critical Theory Institute [person; active 1987 – active 2008]
926	426	corp	University of California, Irvine. Dept. of Special Collections [active approximately 1965 – active 1986]
927	426	corp	University of California, Irvine. Dept. of Special Collections and Archives [active 1967 – active 2008]
928	427	corp	University of California, Irvine. Office of Relations with Schools.
929	427	corp	University of California, Irvine. Office of Relations with Schools and Colleces
930	427	corp	University of California, Irvine. Office of Relations with Schools and Colleges [active 1965 – active 2008]
931	428	corp	University of California, Irvine. Office of Registrar and Student Academic Information Systems
932	428	corp	University of California, Irvine. Office of Registrar and Student Academic Information Systems [active 1965 – active 2008]
933	429	corp	University of California, San Francisco. Committee of Human Experimentation [active 1961 – active 1972]
934	429	corp	University of California, San Francisco. Committee of Human Experimentaion
935	430	corp	University of California, San Francisco. Hospital and Clinics Manager Advisory Group
936	430	corp	University of California, San Francisco. Hospital and Clinics Managers Advisory Group [active 1985]
937	431	corp	University of California, Santa Barbara. Institute for Theoretical Physics.
938	431	corp	University of California, Santa Barbara. Instutite for Theoretical Physics.
939	432	corp	University of Central Missouri. James C. Kirkpatrick Library. Philip A. Sadler Research Collection of Literature for Children and Young Adults
940	432	corp	University of Central Missouri. James C. Kirkpatrick Library. Phillip A. Sadler Research Collection of Literature for Children and Young Adults
941	433	corp	University of Georgia [person; active 1956 – active 1961]
942	433	corp	University of Georgia [active 1800 – active 1929]
943	434	corp	University of Guelph. Arboretum.
944	434	corp	University of Guelph. Arborteum
945	435	corp	University of Guelph. Buildings. Botany & Zoology Building
946	435	corp	University of Guelph. Buildings. Botany and Zoology Building
947	436	corp	University of Guelph. Buildings. South Residence
948	436	corp	University of Guelph. Buildings. South Residences
949	437	corp	University of Guelph. College of Biological Science. Dean (1971-1982 : Ronald)
950	437	corp	University of Guelph. College of Biological Science. Dean (1971-1983 : Ronald)
951	438	corp	University of Guelph. College of Family and Consumer Studies. Dean (1969- : Wardlaw)
952	438	corp	University of Guelph. College of Family and Consumer Studies. Dean (1969-1983 : Wardlaw)
953	439	corp	University of Guelph. Dept. of Agriculture Economics & Business
954	439	corp	University of Guelph. Dept. of Agricultural Economics & Business
955	439	corp	University of Guelph. Dept. of Agricultural Economics and Business
956	440	corp	University of Guelph. Dept. of Animal & Poultry Science
957	440	corp	University of Guelph. Dept. of Animal and Poultry Science
958	441	corp	University of Guelph. Dept. of English Language & Literature
959	441	corp	University of Guelph. Dept. of English Language and Literature 
960	442	corp	University of Guelph. Dept. of Student Afairs
961	442	corp	University of Guelph. Dept. of Student Affairs
962	443	corp	University of Guelph. Dept. of Veterinary Microbiology & Immunology
963	443	corp	University of Guelph. Dept. of Veterinary Microbiology and Immunology
964	444	corp	University of Guelph. School of Agricultural Economics & Extension Education
965	444	corp	University of Guelph. School of Agricultural Economics and Extension Education
966	445	corp	University of Guelph. School of Rural Planning and Development. Sulawesi Regional Development Project.
967	445	corp	University of Guelph. School of Rural Planning and Development. Sulawesi Reigional Development Project
968	446	corp	University of Houston – Clear Lake. School of Human Sciences and Humanities
969	446	corp	University of Houston – Clear Lake. School of Human Sciences and Humanities
970	447	corp	University of Houston. Dept. of English
971	447	corp	University of Houston –- Dept. of English
972	448	corp	University of Illinois [active 1963 – active 1964]
973	448	corp	University of Illinois [person]
974	449	corp	University of Judaism [active 1954 – active 1985]
975	449	corp	University of Judaism (Los Angeles) [active 1947 – active 1960]
976	449	corp	University of Judaism (Los Angeles, Calif.)
977	450	corp	University of Melbourne, Hanson – Dyer Music Collection (242.)
978	450	corp	University of Melbourne, Hanson – Dyer Music Collection
979	451	corp	University of Michigan – Flint
980	451	corp	University of Michigan -- Flint
981	452	corp	University of Michigan. Botancial Gardens
982	452	corp	University of Michigan. Bontanical Gardens
983	453	corp	University of Michigan. Homeopathic Hospital
984	453	corp	University of Michigan. Homoeopathic Hospital
985	454	corp	University of Michigan. Office of the Vice President for Research.
986	454	corp	University of Michigan. Office of the Vice-President for Research.
987	455	corp	University of Minnesota, Morris. Campus Planning Committee .
988	455	corp	University of Minnesota, Morris. Campus Planning Committee.
989	456	corp	University of Minnesota. Board of Regents [person; active 1859 – active 1918]
990	456	corp	University of Minnesota. Board of Regents [active 1948 – active 1989]
991	457	corp	University of Minnesota. Dept. of Rural Sociology [person]
992	457	corp	University of Minnesota, Dept. of Rural Sociology
993	458	corp	University of Missouri – Columbia
994	458	corp	University of Missouri -- Columbia
995	459	corp	University of Missouri -- Columbia. Counseling Services
996	459	corp	University of Missouri -- Columbia. Counseling Servics
997	460	corp	University of Missouri -- Columbia. Institute Research & Planning
998	460	corp	University of Missouri -- Columbia. Institute Research and Planning
999	461	corp	University of Missouri -- Columbia. Procurement/Materials Management
1000	461	corp	University of Missouri -- Columbia. Procurement Materials Management
1001	462	corp	University of Missouri – Columbia
1002	462	corp	University of Missouri -- Columbia
1003	463	corp	University of Missouri. Human Recource Services.
1004	463	corp	University of Missouri. Human Resources Services [active 1973 – active 1979]
1005	464	corp	University of New Hampshire. University Art Galleries
1006	464	corp	University of New Hampshire. University Art Galleris
1007	465	corp	University of North Carolina at Chapel Hill. Morehead-Patterson Memorial Tower
1008	465	corp	University of North Carolina at Chapel Hill. Morehead Patterson Memorial Tower
1009	466	corp	University of North Carolina at Greensboro. Department of Classical Studies
1010	466	corp	University of North Carolina at Greensboro. Dept. of Classical Studies
1011	467	corp	University of North Carolina at Greensboro. Department of English
1012	467	corp	University of North Carolina at Greensboro. Dept. of English
1013	468	corp	University of North Carolina at Greensboro. Department of History
1014	468	corp	University of North Carolina at Greensboro. Dept. of History
1015	469	corp	University of Northern Iowa. Library. Special Collections & University Archives
1016	469	corp	University of Northern Iowa. Library. Special Collections and University Archives
1017	470	corp	University of Pennsylvania. Department of Anthropology [active 1925 – active 1937]
1018	470	corp	University of Pennsylvania. Dept. of Anthropology 
1019	471	corp	University of Pennsylvania. Department of Medicine [active 1849 – active 1858]
1020	471	corp	University of Pennsylvania. Dept. of Medicine
1021	472	corp	University of Pennsylvania. Department of Physics
1022	472	corp	University of Pennsylvania. Dept. of Physics
1023	473	corp	University of Pennsylvania. School of Veterinary Medicine [active 1832 – active 1991]
1024	473	corp	University of Pennsylvania. School of Veternary Medicine
1025	474	corp	University of Pittsburgh [person; active 1911 – active 1920]
1026	474	corp	University of Pittsburgh [active 1957 – active 1975]
1027	475	corp	University of Pittsburgh. Bill and Sue McGowan Center for Artificial Heart and Lung Research
1028	475	corp	University of Pittsburgh. Bill and Sue McGowan Center fpr Artificial Heart and Lung Research
1029	476	corp	University of Pittsburgh. University Library System. Digital Research Library
1030	476	corp	University of Pittsburgh. University Library System. Digital Reseearch Library
1031	477	corp	University of Pretoria. Alt-Deutsch-Afrikansicher Studentenverein
1032	477	corp	University of Pretoria. Alt-Deutsch-Afrikanischer Studentenverein
1033	478	corp	University of Pretoria. Deutsch-Afrikansicher Studentenverein
1034	478	corp	University of Pretoria. Deutsch-Afrikanischer Studentenverein
1035	479	corp	University of Queenland
1036	479	corp	University of Queensland [person; active 1926 – active 1972]
1037	479	corp	University of Queensland
1038	480	corp	University of Queensland. Sports Union [active 1911 – active 1914]
1039	480	corp	University of Queensland. Sports Union [person; active 1914 – active 1926]
1040	481	corp	University of Rhode Island. Office of Sports Information
1041	481	corp	University of Rhode Island. Office of Sports Informtion [active 1896 – active 1999]
1042	482	corp	University of Rochester (N.Y.)
1043	482	corp	University of Rochester (Rochester, N.Y.)
1044	482	corp	University of Rochester
1045	483	corp	University of San Marcos (Lima, Peru)
1046	483	corp	University of San Marcus (Lima, Peru)
1047	484	corp	University of Strasbourg 
1048	484	corp	University of Strasburg [person]
1049	485	corp	University of Texas at Austin. Dept. Dept. of Astronomy
1050	485	corp	University of Texas at Austin. Dept. of Astronomy
1051	486	corp	University of Utah. Academic Vice-President
1052	486	corp	University of Utah. Academic Vice-President [person]
1053	487	corp	University of Utah. Executive Vice-President (Dixon : 19) [active 1967 a- active 1972]
1054	487	corp	University of Utah. Executive Vice-President (Dixon : 1970-1972) [active 1967 a- active 1972]
1055	488	corp	University of Virginia. Anatomical Theater
1056	488	corp	University of Virginia. Anatomical Theatre
1057	489	corp	University of Virginia. Board of Visitors [person; active 1819 – active 1823]
1058	489	corp	University of Virginia. Board of Visitors
1059	490	corp	University of Virginia. Department of Buildings and Grounds [active 1954 – active 1982]
1060	490	corp	University of Virginia. Dept. of Buildings and Grounds
1061	491	corp	University of Virginia. Department of Economics [active 1956 – active 1970]
1062	491	corp	University of Virginia. Dept. of Economics
1063	492	corp	University of Virginia. Department of English [active 1917 – active 1970]
1064	492	corp	University of Virginia. Dept. of English
1065	493	corp	University of Virginia. Department of French [active 1963 – active 1986]
1066	493	corp	University of Virginia. Dept. of French
1067	494	corp	University of Virginia. Department of Geology [active 1955 – active 1947]
1068	494	corp	University of Virginia. Dept. of Geology
1069	495	corp	University of Virginia. Honor Committee [person; active 1961 – active 1974]
1070	495	corp	University of Virginia. Honor Committee
1071	496	corp	University of Virginia. Library. Rare Book Department
1072	496	corp	University of Virginia. Library. Rare Book Dept.
1073	497	corp	University of Virginia. University Union [person; active 19770 – active 1973]
1074	497	corp	University of Virginia. University Union [active 1959 – active 1980]
1075	498	corp	University Place Book Shop  [active 1901 – active 1968]
1076	498	corp	University Place Book Shop (New York, N.Y.) [active approximately 1930 – active 1994]
1077	499	corp	University Regent Theater (Syracuse, N.Y.)
